StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
5061,15,1,0,3,25,15,0,2,1,1,1,1,1.23,4.0
5062,15,1,1,3,15,15,0,1,1,1,1,1,3.97,4.0
5063,15,0,2,3,15,25,0,1,1,1,1,1,2.84,4.0
5064,17,0,1,2,20,15,0,3,1,1,1,1,1.1,2.0
5065,15,0,0,3,10,20,0,2,1,1,1,1,3.03,1.0
5066,16,1,2,1,15,20,0,1,1,1,1,1,2.18,1.0
5067,16,0,0,1,15,5,0,2,1,1,1,1,3.15,4.0
5068,15,0,2,3,15,5,0,3,1,1,1,1,2.3,3.0
5069,18,1,1,2,20,10,0,1,1,1,1,1,3.57,1.0
5070,18,0,2,3,25,10,0,3,1,1,1,1,1.58,1.0
5071,15,1,2,2,15,30,0,2,1,1,1,1,2.46,2.0
5072,15,0,1,1,30,0,0,1,1,1,1,1,2.24,3.0
5073,18,0,2,2,15,20,0,2,1,1,1,1,3.14,1.0
5074,18,1,1,3,25,25,0,2,1,1,1,1,2.18,2.0
5075,17,0,1,3,25,30,0,1,1,1,1,1,2.19,4.0
5076,15,0,2,2,30,15,0,1,1,1,1,1,1.28,4.0
5077,15,1,0,3,30,5,0,3,1,1,1,1,1.64,2.0
5078,17,0,0,2,15,25,0,3,1,1,1,1,3.24,3.0
5079,15,1,2,2,30,25,0,2,1,1,1,1,1.22,2.0
5080,18,0,2,3,20,20,0,2,1,1,1,1,2.08,2.0
5081,16,0,2,3,20,10,0,3,1,1,1,1,2.21,3.0
5082,17,0,1,3,30,30,0,2,1,1,1,1,3.81,4.0
5083,16,1,2,1,15,25,0,1,1,1,1,1,2.94,1.0
5084,18,0,2,1,10,20,0,3,1,1,1,1,1.46,4.0
5085,15,0,0,3,30,25,0,2,1,1,1,1,2.53,2.0
5086,18,1,0,1,30,15,0,2,1,1,1,1,1.0,2.0
5087,16,1,2,3,30,30,0,1,1,1,1,1,2.9,2.0
5088,15,1,0,3,25,25,0,2,1,1,1,1,1.61,3.0
5089,16,0,2,2,10,20,0,3,1,1,1,1,3.7,3.0
5090,18,0,1,1,10,0,0,2,1,1,1,1,1.47,2.0
5091,17,0,1,3,30,20,0,1,1,1,1,1,1.14,1.0
5092,17,0,0,3,10,0,0,2,1,1,1,1,1.88,1.0
5093,16,1,1,2,15,15,0,2,1,1,1,1,2.62,2.0
5094,18,1,1,2,10,20,0,1,1,1,1,1,3.32,4.0
5095,16,0,2,2,25,15,0,2,1,1,1,1,2.55,2.0
5096,18,1,2,2,10,20,0,2,1,1,1,1,1.12,3.0
5097,17,1,1,2,25,25,0,3,1,1,1,1,2.88,4.0
5098,16,1,0,3,20,20,0,3,1,1,1,1,2.93,4.0
5099,18,1,1,1,30,10,0,2,1,1,1,1,2.06,1.0
5100,16,0,0,2,20,20,0,2,1,1,1,1,3.44,2.0
5101,16,1,2,2,20,5,0,2,1,1,1,1,1.56,2.0
5102,16,1,0,2,20,30,0,2,1,1,1,1,1.53,1.0
5103,16,1,1,2,10,5,0,2,1,1,1,1,1.72,1.0
5104,17,0,1,2,30,15,0,3,1,1,1,1,3.82,3.0
5105,16,0,2,3,20,5,0,2,1,1,1,1,2.34,4.0
5106,15,0,1,1,15,10,0,2,1,1,1,1,1.93,2.0
5107,16,0,1,1,20,0,0,1,1,1,1,1,3.78,3.0
5108,16,0,2,1,20,30,0,3,1,1,1,1,1.31,4.0
5109,17,0,2,1,10,5,0,3,1,1,1,1,1.4,2.0
5110,15,1,2,1,25,25,0,2,1,1,1,1,2.53,4.0
5111,17,0,2,3,25,0,0,2,1,1,1,1,2.6,3.0
5112,15,1,1,3,20,0,0,1,1,1,1,1,3.59,3.0
5113,18,0,2,2,10,10,0,3,1,1,1,1,3.42,1.0
5114,17,0,0,2,15,15,0,3,1,1,1,1,1.64,4.0
5115,15,0,1,3,30,20,0,1,1,1,1,1,2.08,2.0
5116,17,1,1,2,15,0,0,1,1,1,1,1,1.44,2.0
5117,15,0,2,3,15,0,0,2,1,1,1,1,1.04,2.0
5118,18,0,2,3,15,5,0,1,1,1,1,1,1.49,4.0
5119,16,1,2,2,20,25,0,2,1,1,1,1,3.8,2.0
5120,16,1,2,3,10,0,0,3,1,1,1,1,2.42,2.0
5121,18,0,2,2,30,15,0,1,1,1,1,1,1.87,4.0
5122,17,1,2,2,20,5,0,3,1,1,1,1,1.81,1.0
5123,17,0,2,2,30,10,0,3,1,1,1,1,1.55,2.0
5124,16,0,2,2,30,30,0,1,1,1,1,1,1.33,4.0
5125,15,1,0,2,15,0,0,2,1,1,1,1,1.35,1.0
5126,15,0,1,3,10,10,0,1,1,1,1,1,1.47,2.0
5127,18,0,2,2,10,20,0,2,1,1,1,1,1.42,4.0
5128,17,1,2,1,25,10,0,2,1,1,1,1,2.09,4.0
5129,18,1,0,1,15,5,0,1,1,1,1,1,2.14,3.0
5130,18,1,1,2,10,20,0,2,1,1,1,1,1.55,2.0
5131,15,1,0,2,25,15,0,2,1,1,1,1,3.58,1.0
5132,18,1,2,1,15,0,0,1,1,1,1,1,2.66,1.0
5133,18,0,2,1,20,20,0,2,1,1,1,1,2.68,4.0
5134,18,0,2,3,20,30,0,1,1,1,1,1,2.69,3.0
5135,17,1,1,2,20,5,0,2,1,1,1,1,2.16,1.0
5136,15,1,1,1,25,25,0,3,1,1,1,1,1.13,2.0
5137,18,0,0,2,15,5,0,2,1,1,1,1,3.28,3.0
5138,16,1,1,1,30,30,0,2,1,1,1,1,3.66,1.0
5139,17,0,0,1,25,30,0,1,1,1,1,1,3.67,4.0
5140,16,0,2,2,20,20,0,2,1,1,1,1,3.08,2.0
5141,17,1,2,2,25,20,0,3,1,1,1,1,2.89,1.0
5142,17,1,2,2,15,15,0,2,1,1,1,1,3.22,4.0
5143,18,0,2,2,15,25,0,3,1,1,1,1,2.23,4.0
5144,17,1,0,1,10,15,0,1,1,1,1,1,3.87,4.0
5145,17,0,1,1,10,10,0,3,1,1,1,1,3.99,2.0
5146,18,0,2,1,25,15,0,3,1,1,1,1,1.23,1.0
5147,17,0,1,3,25,15,0,1,1,1,1,1,3.61,2.0
5148,17,1,2,1,10,30,0,1,1,1,1,1,2.01,3.0
5149,18,0,2,2,10,10,0,3,1,1,1,1,3.05,4.0
5150,16,1,2,2,10,25,0,3,1,1,1,1,1.19,4.0
5151,18,0,0,1,10,15,0,1,1,1,1,1,3.89,3.0
5152,15,0,1,2,25,10,0,2,1,1,1,1,1.44,1.0
5153,16,1,2,3,25,5,0,3,1,1,1,1,1.95,1.0
5154,18,0,0,3,30,0,0,1,1,1,1,1,3.79,4.0
5155,15,1,2,1,20,5,0,3,1,1,1,1,2.0,2.0
5156,18,1,1,2,25,25,0,2,1,1,1,1,2.81,2.0
5157,15,0,2,2,20,30,0,1,1,1,1,1,3.71,3.0
5158,16,1,1,3,25,25,0,2,1,1,1,1,3.24,2.0
5159,15,0,0,2,10,0,0,2,1,1,1,1,1.87,4.0
5160,15,1,0,1,15,25,0,2,1,1,1,1,2.53,4.0
5161,16,1,0,1,30,10,0,2,1,1,1,1,3.32,3.0
5162,17,0,1,1,30,20,0,3,1,1,1,1,2.57,1.0
5163,16,1,1,1,20,0,0,2,1,1,1,1,3.14,4.0
5164,16,1,0,2,15,10,0,2,1,1,1,1,2.5,2.0
5165,16,0,2,2,15,10,0,2,1,1,1,1,3.82,3.0
5166,18,1,1,1,20,15,0,2,1,1,1,1,1.76,2.0
5167,16,0,0,3,30,0,0,1,1,1,1,1,1.35,1.0
5168,17,0,2,2,15,30,0,2,1,1,1,1,1.18,4.0
5169,16,1,0,3,25,5,0,2,1,1,1,1,3.83,4.0
5170,18,1,0,1,15,20,0,3,1,1,1,1,2.7,3.0
5171,15,0,0,1,25,25,0,3,1,1,1,1,1.55,3.0
5172,15,1,2,1,20,20,0,2,1,1,1,1,2.12,3.0
5173,15,1,1,2,20,30,0,3,1,1,1,1,1.39,1.0
5174,17,0,1,1,10,30,0,1,1,1,1,1,3.05,4.0
5175,15,1,2,1,20,0,0,2,1,1,1,1,2.65,3.0
5176,16,1,1,1,15,0,0,2,1,1,1,1,3.21,1.0
5177,18,1,2,3,15,5,0,3,1,1,1,1,3.92,3.0
5178,16,0,2,1,15,10,0,3,1,1,1,1,3.56,4.0
5179,15,1,0,1,20,5,0,2,1,1,1,1,3.51,3.0
5180,17,1,1,3,20,0,0,1,1,1,1,1,3.65,4.0
5181,17,0,2,3,15,25,0,2,1,1,1,1,1.54,2.0
5182,15,0,0,2,10,10,0,2,1,1,1,1,2.79,3.0
5183,17,1,2,3,10,10,0,1,1,1,1,1,1.44,2.0
5184,17,0,0,2,15,15,0,2,1,1,1,1,3.69,1.0
5185,18,0,0,3,15,10,0,1,1,1,1,1,3.79,4.0
5186,15,1,0,3,10,10,0,2,1,1,1,1,1.93,3.0
5187,16,0,2,1,20,25,0,2,1,1,1,1,3.64,4.0
5188,15,1,2,2,15,10,0,3,1,1,1,1,3.59,2.0
5189,15,1,0,3,25,5,0,3,1,1,1,1,1.29,1.0
5190,17,0,0,1,25,0,0,1,1,1,1,1,2.67,2.0
5191,17,0,0,1,30,20,0,2,1,1,1,1,2.24,2.0
5192,17,1,1,1,25,30,0,2,1,1,1,1,1.93,4.0
5193,17,0,2,3,30,10,0,1,1,1,1,1,3.41,1.0
5194,16,1,2,2,30,10,0,2,1,1,1,1,2.19,1.0
5195,17,1,0,2,25,10,0,2,1,1,1,1,3.6,1.0
5196,18,1,0,3,30,30,0,1,1,1,1,1,2.96,4.0
5197,17,1,2,1,10,30,0,3,1,1,1,1,1.44,1.0
5198,17,1,2,2,15,20,0,2,1,1,1,1,2.58,1.0
5199,16,1,0,1,15,0,0,1,1,1,1,1,3.98,1.0
5200,15,1,2,3,25,10,0,1,1,1,1,1,3.99,2.0
5201,15,1,2,3,25,25,0,1,1,1,1,1,3.98,1.0
5202,16,0,0,2,15,0,0,3,1,1,1,1,2.57,2.0
5203,17,1,0,3,30,25,0,2,1,1,1,1,1.21,3.0
5204,17,0,0,1,10,5,0,2,1,1,1,1,2.02,4.0
5205,16,1,1,1,25,15,0,1,1,1,1,1,2.01,3.0
5206,16,1,1,2,20,25,0,3,1,1,1,1,1.89,4.0
5207,18,0,1,1,25,15,0,3,1,1,1,1,1.74,4.0
5208,16,0,0,2,15,10,0,2,1,1,1,1,3.13,4.0
5209,16,1,2,1,20,30,0,2,1,1,1,1,2.28,1.0
5210,15,1,0,1,25,10,0,2,1,1,1,1,3.06,1.0
5211,16,0,0,2,15,5,0,3,1,1,1,1,3.73,1.0
5212,17,1,1,2,30,10,0,1,1,1,1,1,1.52,2.0
5213,17,0,0,1,10,5,0,1,1,1,1,1,1.95,4.0
5214,18,1,0,1,10,20,0,3,1,1,1,1,1.99,2.0
5215,17,0,0,3,20,20,0,2,1,1,1,1,2.64,4.0
5216,16,0,2,1,10,0,0,3,1,1,1,1,3.09,3.0
5217,16,1,2,1,10,10,0,3,1,1,1,1,2.47,4.0
5218,16,0,1,1,20,0,0,1,1,1,1,1,3.04,3.0
5219,18,0,0,3,20,0,0,1,1,1,1,1,1.96,4.0
5220,17,1,0,3,15,20,0,3,1,1,1,1,1.66,1.0
5221,15,1,1,3,30,10,0,3,1,1,1,1,1.56,1.0
5222,16,1,0,3,30,20,0,3,1,1,1,1,3.15,3.0
5223,17,1,2,3,25,25,0,2,1,1,1,1,1.47,2.0
5224,17,1,1,3,15,10,0,1,1,1,1,1,2.4,3.0
5225,17,0,0,3,10,15,0,1,1,1,1,1,2.64,4.0
5226,17,0,2,1,25,5,0,1,1,1,1,1,2.52,4.0
5227,15,0,1,3,20,30,0,2,1,1,1,1,1.77,1.0
5228,15,0,1,1,30,10,0,2,1,1,1,1,2.69,3.0
5229,16,1,2,1,15,0,0,3,1,1,1,1,2.23,3.0
5230,15,1,0,3,30,25,0,3,1,1,1,1,1.8,1.0
5231,16,0,2,3,25,5,0,2,1,1,1,1,3.39,3.0
5232,16,0,0,3,20,30,0,2,1,1,1,1,3.04,3.0
5233,17,1,0,1,25,10,0,2,1,1,1,1,2.55,1.0
5234,15,1,1,1,25,10,0,2,1,1,1,1,3.92,1.0
5235,17,0,0,1,20,15,0,1,1,1,1,1,3.32,1.0
5236,18,0,1,1,25,30,0,1,1,1,1,1,2.97,1.0
5237,15,0,0,3,30,30,0,3,1,1,1,1,3.35,4.0
5238,15,1,1,2,30,0,0,3,1,1,1,1,3.67,1.0
5239,17,0,2,3,20,10,0,1,1,1,1,1,1.67,3.0
5240,18,1,1,2,15,25,0,1,1,1,1,1,2.86,4.0
5241,16,1,2,3,20,10,0,3,1,1,1,1,1.45,4.0
5242,17,0,1,2,15,25,0,3,1,1,1,1,2.39,3.0
5243,16,1,0,2,15,0,0,2,1,1,1,1,3.47,4.0
5244,15,0,2,3,15,25,0,2,1,1,1,1,3.39,1.0
5245,17,1,0,3,10,0,0,1,1,1,1,1,1.71,4.0
5246,18,1,1,3,30,0,0,2,1,1,1,1,1.71,4.0
5247,17,1,2,3,15,25,0,1,1,1,1,1,3.67,3.0
5248,17,0,1,3,15,30,0,2,1,1,1,1,1.34,4.0
5249,15,0,0,3,20,5,0,1,1,1,1,1,1.56,2.0
5250,17,0,2,1,15,10,0,2,1,1,1,1,2.23,2.0
5251,16,1,0,3,15,0,0,1,1,1,1,1,2.3,4.0
5252,18,0,0,1,25,30,0,3,1,1,1,1,1.45,3.0
5253,15,1,2,3,25,25,0,1,1,1,1,1,2.42,4.0
5254,17,0,1,3,20,30,0,3,1,1,1,1,3.45,3.0
5255,18,0,2,2,20,25,0,3,1,1,1,1,3.06,1.0
5256,18,0,0,1,25,30,0,2,1,1,1,1,3.93,2.0
5257,17,0,0,3,30,0,0,3,1,1,1,1,2.37,3.0
5258,15,1,0,3,30,20,0,3,1,1,1,1,2.9,4.0
5259,17,1,2,3,25,20,0,1,1,1,1,1,2.59,4.0
5260,18,0,2,1,30,20,0,2,1,1,1,1,2.59,1.0
5261,15,1,2,2,25,25,0,2,1,1,1,1,2.68,1.0
5262,18,1,0,1,30,15,0,3,1,1,1,1,2.85,2.0
5263,18,0,1,1,30,0,0,3,1,1,1,1,1.93,3.0
5264,17,0,2,1,10,25,0,3,1,1,1,1,3.06,2.0
5265,15,0,2,2,15,30,0,2,1,1,1,1,2.2,4.0
5266,17,1,2,2,15,25,0,3,1,1,1,1,1.82,3.0
5267,16,0,1,2,25,0,0,3,1,1,1,1,1.95,4.0
5268,18,0,1,3,10,25,0,3,1,1,1,1,1.25,4.0
5269,16,0,1,3,10,0,0,1,1,1,1,1,1.2,2.0
5270,15,1,2,3,10,5,0,1,1,1,1,1,1.94,1.0
5271,18,1,2,2,15,20,0,2,1,1,1,1,1.59,1.0
5272,16,1,1,1,30,20,0,3,1,1,1,1,1.23,4.0
5273,18,1,1,2,30,10,0,3,1,1,1,1,2.25,1.0
5274,17,0,2,3,25,30,0,1,1,1,1,1,1.28,2.0
5275,16,1,0,2,15,0,0,3,1,1,1,1,1.12,1.0
5276,15,1,1,3,15,30,0,3,1,1,1,1,1.55,3.0
5277,18,0,0,1,30,15,0,2,1,1,1,1,3.89,2.0
5278,17,0,0,2,15,25,0,3,1,1,1,1,2.47,1.0
5279,18,0,2,2,10,25,0,2,1,1,1,1,1.25,3.0
5280,16,1,2,1,15,15,0,3,1,1,1,1,3.46,4.0
5281,18,1,1,3,25,10,0,2,1,1,1,1,1.78,4.0
5282,16,1,2,1,15,30,0,3,1,1,1,1,1.28,2.0
5283,15,0,2,2,25,5,0,1,1,1,1,1,3.24,2.0
5284,15,1,0,2,15,0,0,3,1,1,1,1,3.91,4.0
5285,15,0,0,3,15,0,0,3,1,1,1,1,3.11,2.0
5286,18,1,2,2,25,15,0,1,1,1,1,1,3.92,2.0
5287,16,0,2,1,25,0,0,2,1,1,1,1,1.9,4.0
5288,16,0,0,3,30,20,0,2,1,1,1,1,2.51,1.0
5289,18,1,0,1,10,10,0,3,1,1,1,1,3.13,1.0
5290,15,1,2,1,10,0,0,3,1,1,1,1,1.4,2.0
5291,15,0,0,2,25,25,0,3,1,1,1,1,3.99,1.0
5292,15,1,1,2,30,25,0,1,1,1,1,1,3.15,2.0
5293,15,0,2,3,10,30,0,2,1,1,1,1,1.32,4.0
5294,17,1,2,1,10,5,0,3,1,1,1,1,2.68,3.0
5295,16,1,1,1,15,10,0,2,1,1,1,1,3.05,3.0
5296,16,1,2,1,10,0,0,2,1,1,1,1,3.16,3.0
5297,17,1,0,2,25,30,0,1,1,1,1,1,3.42,3.0
5298,16,0,0,1,10,30,0,3,1,1,1,1,3.7,4.0
5299,17,0,2,1,10,25,0,3,1,1,1,1,2.32,2.0
5300,15,0,2,3,25,25,0,1,1,1,1,1,3.3,3.0
5301,17,0,2,3,10,20,0,1,1,1,1,1,3.28,4.0
5302,16,1,2,2,25,15,0,3,1,1,1,1,2.78,1.0
5303,17,0,2,3,10,0,0,1,1,1,1,1,3.98,4.0
5304,18,1,1,1,20,0,0,1,1,1,1,1,1.8,4.0
5305,15,1,2,2,20,15,0,1,1,1,1,1,1.98,3.0
5306,15,0,1,3,20,25,0,3,1,1,1,1,1.8,2.0
5307,18,0,2,3,10,15,0,3,1,1,1,1,3.98,1.0
5308,18,1,1,1,10,20,0,2,1,1,1,1,3.31,2.0
5309,16,1,0,1,10,25,0,2,1,1,1,1,2.54,1.0
5310,16,1,1,3,25,25,0,2,1,1,1,1,1.5,3.0
5311,17,0,1,3,30,5,0,1,1,1,1,1,1.04,1.0
5312,16,1,2,1,10,10,0,1,1,1,1,1,2.52,4.0
5313,15,0,2,3,20,15,0,2,1,1,1,1,2.77,1.0
5314,15,1,2,3,15,10,0,1,1,1,1,1,3.95,3.0
5315,18,1,0,1,30,0,0,3,1,1,1,1,1.72,4.0
5316,16,0,0,1,20,15,0,1,1,1,1,1,1.24,4.0
5317,17,0,1,2,10,30,0,3,1,1,1,1,2.25,2.0
5318,17,1,1,2,20,20,0,1,1,1,1,1,1.81,4.0
5319,16,0,0,2,25,25,0,2,1,1,1,1,1.65,4.0
5320,18,0,2,1,30,20,0,2,1,1,1,1,3.67,2.0
5321,17,1,2,2,20,5,0,1,1,1,1,1,1.97,4.0
5322,16,1,2,1,20,5,0,2,1,1,1,1,2.74,2.0
5323,17,1,1,1,15,0,0,1,1,1,1,1,3.89,2.0
5324,15,1,1,1,25,10,0,1,1,1,1,1,2.96,3.0
5325,15,1,1,1,10,25,0,1,1,1,1,1,1.68,3.0
5326,17,0,0,3,25,5,0,3,1,1,1,1,2.5,1.0
5327,18,0,2,2,10,10,0,1,1,1,1,1,1.33,3.0
5328,17,0,1,1,10,0,0,1,1,1,1,1,1.53,4.0
5329,18,0,2,3,10,10,0,3,1,1,1,1,2.57,1.0
5330,16,0,1,1,10,10,0,2,1,1,1,1,3.81,1.0
5331,18,1,2,3,10,25,0,3,1,1,1,1,3.15,3.0
5332,16,1,2,2,15,15,0,3,1,1,1,1,2.08,1.0
5333,16,1,0,2,30,15,0,2,1,1,1,1,1.26,3.0
5334,18,0,1,2,20,10,0,1,1,1,1,1,2.32,1.0
5335,15,1,1,1,10,25,0,2,1,1,1,1,3.9,3.0
5336,17,1,1,1,25,15,0,2,1,1,1,1,2.77,1.0
5337,15,1,0,3,15,20,0,1,1,1,1,1,2.89,2.0
5338,16,1,0,1,20,10,0,2,1,1,1,1,1.69,1.0
5339,15,0,1,3,25,15,0,2,1,1,1,1,1.85,2.0
5340,18,1,1,1,15,20,0,3,1,1,1,1,1.37,3.0
5341,18,0,0,1,15,10,0,1,1,1,1,1,1.66,4.0
5342,17,0,1,1,10,25,0,1,1,1,1,1,2.27,2.0
5343,18,1,0,2,15,30,0,1,1,1,1,1,2.33,1.0
5344,16,0,0,1,10,5,0,3,1,1,1,1,1.49,2.0
5345,16,1,2,2,20,25,0,3,1,1,1,1,1.08,1.0
5346,18,0,0,1,30,25,0,2,1,1,1,1,3.76,4.0
5347,15,0,2,2,30,5,0,2,1,1,1,1,2.77,1.0
5348,15,1,1,1,10,5,0,3,1,1,1,1,3.47,3.0
5349,16,1,1,1,10,15,0,1,1,1,1,1,3.01,1.0
5350,15,0,0,2,15,15,0,2,1,1,1,1,3.53,3.0
5351,18,1,0,1,30,0,0,2,1,1,1,1,3.32,2.0
5352,17,0,1,3,15,10,0,3,1,1,1,1,3.37,3.0
5353,15,0,0,3,25,0,0,1,1,1,1,1,2.96,3.0
5354,17,1,1,2,15,15,0,2,1,1,1,1,3.31,1.0
5355,15,0,1,2,25,5,0,1,1,1,1,1,3.71,2.0
5356,16,0,2,1,30,30,0,1,1,1,1,1,3.9,4.0
5357,17,0,1,3,15,5,0,1,1,1,1,1,3.99,3.0
5358,17,0,2,3,10,15,0,2,1,1,1,1,3.29,4.0
5359,17,1,1,1,20,20,0,2,1,1,1,1,1.26,1.0
5360,17,0,0,1,25,0,0,1,1,1,1,1,1.56,3.0
5361,16,0,1,3,30,10,0,3,1,1,1,1,3.3,2.0
5362,16,1,0,3,30,0,0,2,1,1,1,1,2.55,3.0
5363,18,0,0,1,30,30,0,2,1,1,1,1,3.35,4.0
5364,15,0,2,3,15,15,0,1,1,1,1,1,1.75,2.0
5365,15,1,1,2,25,30,0,3,1,1,1,1,1.28,3.0
5366,18,0,0,2,15,25,0,2,1,1,1,1,3.44,1.0
5367,16,0,1,3,30,10,0,1,1,1,1,1,2.76,3.0
5368,18,0,2,1,10,10,0,1,1,1,1,1,1.68,3.0
5369,15,0,2,3,20,15,0,3,1,1,1,1,3.31,3.0
5370,16,0,2,1,25,10,0,2,1,1,1,1,3.23,3.0
5371,16,0,0,2,15,0,0,3,1,1,1,1,2.34,2.0
5372,17,1,1,2,20,25,0,1,1,1,1,1,1.29,1.0
5373,16,1,0,1,20,10,0,2,1,1,1,1,3.03,4.0
5374,15,1,1,3,30,20,0,1,1,1,1,1,2.01,3.0
5375,15,0,1,1,15,0,0,1,1,1,1,1,2.88,3.0
5376,17,1,2,3,15,5,0,2,1,1,1,1,2.76,2.0
5377,18,0,0,1,25,15,0,3,1,1,1,1,1.1,4.0
5378,16,1,0,3,30,20,0,1,1,1,1,1,1.04,3.0
5379,18,1,0,1,10,5,0,3,1,1,1,1,1.72,3.0
5380,16,1,0,1,20,20,0,1,1,1,1,1,1.95,2.0
5381,15,1,2,2,15,20,0,1,1,1,1,1,3.5,3.0
5382,16,0,0,3,30,20,0,3,1,1,1,1,3.06,3.0
5383,17,1,2,2,10,10,0,3,1,1,1,1,2.75,4.0
5384,17,0,2,2,10,0,0,3,1,1,1,1,1.96,2.0
5385,17,0,2,2,20,10,0,2,1,1,1,1,1.95,1.0
5386,16,1,1,2,15,30,0,2,1,1,1,1,2.8,1.0
5387,15,0,0,2,25,30,0,2,1,1,1,1,1.13,2.0
5388,15,0,0,1,10,10,0,3,1,1,1,1,1.86,2.0
5389,15,1,2,1,30,0,0,1,1,1,1,1,3.37,1.0
5390,15,1,2,2,20,15,0,1,1,1,1,1,1.08,1.0
5391,17,1,2,3,25,10,0,1,1,1,1,1,1.97,4.0
5392,15,1,2,2,15,0,0,1,1,1,1,1,3.85,4.0
5393,15,1,2,1,20,30,0,1,1,1,1,1,2.89,4.0
5394,16,0,1,3,10,20,0,1,1,1,1,1,3.66,4.0
